Week,Time,Day,Age_in_months,IdLabel,sum_distance_hourly
1,17:00:00,7,18,16829E,5796.13135748701
1,18:00:00,7,18,16829E,2498.1785687483
1,19:00:00,7,18,16829E,10463.0928090151
1,20:00:00,7,18,16829E,5489.72921783448
1,21:00:00,7,18,16829E,6148.73567151849
1,22:00:00,7,18,16829E,15884.8349342176
1,23:00:00,7,18,16829E,10344.4991932463
1,12:00:00,7,20,16509C,12996.6777619946
1,13:00:00,7,20,16509C,13033.2326556594
1,14:00:00,7,20,16509C,177.597860347472
1,15:00:00,7,20,16509C,32514.2181347839
1,16:00:00,7,20,16509C,19042.1941071875
1,17:00:00,7,20,16509C,14204.0262367018
1,18:00:00,7,20,16509C,13688.0498423324
1,19:00:00,7,20,16509C,4291.14850943365
1,20:00:00,7,20,16509C,14266.0520514378
1,21:00:00,7,20,16509C,11658.8670290055
1,22:00:00,7,20,16509C,20194.5726412093
1,23:00:00,7,20,16509C,1792.58070840083
1,12:00:00,7,25,14827B,3031.36138207524
1,13:00:00,7,25,14827B,27588.7593501245
1,14:00:00,7,25,14827B,309.597860347472
1,15:00:00,7,25,14827B,57667.9772615582
1,16:00:00,7,25,14827B,70784.061636267
1,17:00:00,7,25,14827B,45891.111742442
1,18:00:00,7,25,14827B,7681.50564693025
1,19:00:00,7,25,14827B,56984.8806647985
1,20:00:00,7,25,14827B,11110.9237065223
1,21:00:00,7,25,14827B,3884.29331957157
1,22:00:00,7,25,14827B,33984.1953177694
1,23:00:00,7,25,14827B,40147.0464393271
1,12:00:00,7,37,10793A,1682.58070840083
1,13:00:00,7,37,10793A,2366.56780103282
1,15:00:00,7,37,10793A,6553.96225499418
1,16:00:00,7,37,10793A,3918.14205574965
1,17:00:00,7,37,10793A,3464.21517614759
1,18:00:00,7,37,10793A,5000.54640450754
1,19:00:00,7,37,10793A,996.78067367441
1,20:00:00,7,37,10793A,1547.38498770589
1,21:00:00,7,37,10793A,0
1,22:00:00,7,37,10793A,4384.33132276059
1,23:00:00,7,37,10793A,3897.13560206565
2,12:00:00,8,12,19231J,6893.02892170813
2,13:00:00,8,12,19231J,5962.37383516456
2,14:00:00,8,12,19231J,22279.1256627569
2,15:00:00,8,12,19231J,58969.9650099956
2,16:00:00,8,12,19231J,32666.6119856815
2,17:00:00,8,12,19231J,7337.96799961272
2,18:00:00,8,12,19231J,6206.25680657292
2,19:00:00,8,12,19231J,2547.36138207524
2,20:00:00,8,12,19231J,16630.28461227
2,21:00:00,8,12,19231J,20223.5903583655
2,22:00:00,8,12,19231J,11170.8933162368
2,23:00:00,8,12,19231J,2268.10184345526
2,12:00:00,8,15,18291F,5880.40586128947
2,13:00:00,8,15,18291F,2547.36138207524
2,14:00:00,8,15,18291F,49932.7220741252
2,15:00:00,8,15,18291F,39747.8019724981
2,16:00:00,8,15,18291F,18772.9109629368
2,17:00:00,8,15,18291F,38249.5595858247
2,18:00:00,8,15,18291F,5952.72276415048
2,19:00:00,8,15,18291F,355.195720694944
2,20:00:00,8,15,18291F,16905.2421219149
2,21:00:00,8,15,18291F,48068.9578334825
2,22:00:00,8,15,18291F,27046.413004972
2,23:00:00,8,15,18291F,17728.0098882213
2,12:00:00,8,18,16829E,2653.77642909577
2,13:00:00,8,18,16829E,3006.76997541177
2,14:00:00,8,18,16829E,5798.33353186596
2,15:00:00,8,18,16829E,27041.2869162025
2,16:00:00,8,18,16829E,40213.4134367873
2,17:00:00,8,18,16829E,36660.990366661
2,18:00:00,8,18,16829E,12094.1667328791
2,19:00:00,8,18,16829E,3095.76352172777
2,20:00:00,8,18,16829E,17133.3402884156
2,21:00:00,8,18,16829E,16095.1259753019
2,22:00:00,8,18,16829E,20783.0222032656
2,23:00:00,8,18,16829E,9963.08345950146
2,12:00:00,8,20,16509C,7449.93139221343
2,13:00:00,8,20,16509C,177.597860347472
2,14:00:00,8,20,16509C,22229.1533496102
2,15:00:00,8,20,16509C,32081.0589270876
2,16:00:00,8,20,16509C,20820.9382678632
2,17:00:00,8,20,16509C,9691.27986692066
2,18:00:00,8,20,16509C,0
2,19:00:00,8,20,16509C,664.793581042416
2,20:00:00,8,20,16509C,12783.0692033844
2,21:00:00,8,20,16509C,18819.387618777
2,22:00:00,8,20,16509C,14576.0391440698
2,23:00:00,8,20,16509C,177.597860347472
2,13:00:00,8,25,14827B,6718.84681744666
2,14:00:00,8,25,14827B,25040.2718569386
2,15:00:00,8,25,14827B,59555.0116723438
2,16:00:00,8,25,14827B,45487.2579385202
2,17:00:00,8,25,14827B,11730.5380320921
2,18:00:00,8,25,14827B,14742.2061541991
2,19:00:00,8,25,14827B,37076.5882493496
2,20:00:00,8,25,14827B,34010.5386154822
2,21:00:00,8,25,14827B,36493.0769745427
2,22:00:00,8,25,14827B,42782.4478201959
2,23:00:00,8,25,14827B,30427.8231084818
2,12:00:00,8,37,10793A,950.189267010941
2,13:00:00,8,37,10793A,9387.20888624616
2,14:00:00,8,37,10793A,7013.71491467675
2,15:00:00,8,37,10793A,7098.92493852943
2,16:00:00,8,37,10793A,2900.35492839124
2,20:00:00,8,37,10793A,5870.53926409928
2,21:00:00,8,37,10793A,751.195720694944
2,22:00:00,8,37,10793A,5778.88472623504
2,23:00:00,8,37,10793A,4978.33132276059
2,12:00:00,9,12,19231J,1372.98284805336
2,13:00:00,9,12,19231J,3650.55710277018
2,14:00:00,9,12,19231J,33236.4942168694
2,15:00:00,9,12,19231J,25473.1039515847
2,16:00:00,9,12,19231J,12794.6637958249
2,17:00:00,9,12,19231J,3052.36783575924
2,18:00:00,9,12,19231J,3056.94633505471
2,19:00:00,9,12,19231J,2564.78288277978
2,20:00:00,9,12,19231J,16848.6710499316
2,21:00:00,9,12,19231J,21309.4120485115
2,22:00:00,9,12,19231J,9590.64110755454
2,23:00:00,9,12,19231J,14861.6439213148
2,12:00:00,9,15,18291F,5908.79234903525
2,13:00:00,9,15,18291F,1970.1785687483
2,14:00:00,9,15,18291F,20753.7183590635
2,15:00:00,9,15,18291F,38985.5769114035
2,16:00:00,9,15,18291F,2681.56355645419
2,17:00:00,9,15,18291F,1195.38498770589
2,18:00:00,9,15,18291F,15802.6966001049
2,19:00:00,9,15,18291F,38034.8592423384
2,20:00:00,9,15,18291F,3390.74636978112
2,21:00:00,9,15,18291F,2391.76352172777
2,22:00:00,9,15,18291F,18572.1454057358
2,23:00:00,9,15,18291F,29286.8481444512
2,12:00:00,9,18,16829E,6432.99231430884
2,13:00:00,9,18,16829E,2127.76352172777
2,14:00:00,9,18,16829E,12694.4885893843
2,15:00:00,9,18,16829E,34831.3674798744
2,16:00:00,9,18,16829E,7529.88197184677
2,17:00:00,9,18,16829E,14475.94953375
2,18:00:00,9,18,16829E,13510.5667328082
2,19:00:00,9,18,16829E,309.597860347472
2,20:00:00,9,18,16829E,6532.67185359345
2,21:00:00,9,18,16829E,15546.5595924
2,22:00:00,9,18,16829E,16763.1898155681
2,23:00:00,9,18,16829E,4106.28041220356
2,13:00:00,9,20,16509C,9133.50564693025
2,14:00:00,9,20,16509C,26856.4782186868
2,15:00:00,9,20,16509C,27299.6739393817
2,16:00:00,9,20,16509C,13253.8369696908
2,17:00:00,9,20,16509C,8930.71206588784
2,18:00:00,9,20,16509C,14860.0520514378
2,19:00:00,9,20,16509C,5265.15071853902
2,20:00:00,9,20,16509C,5617.53995082354
2,21:00:00,9,20,16509C,12830.0498423324
2,22:00:00,9,20,16509C,13224.0627497004
2,23:00:00,9,20,16509C,4910.3442301286
2,13:00:00,9,25,14827B,3924.87756348557
2,14:00:00,9,25,14827B,37848.1165248123
2,15:00:00,9,25,14827B,63185.5423802622
2,16:00:00,9,25,14827B,57059.8030663382
2,17:00:00,9,25,14827B,29006.4647288447
2,18:00:00,9,25,14827B,9162.70492547958
2,19:00:00,9,25,14827B,2610.38074312725
2,20:00:00,9,25,14827B,36996.9265710771
2,21:00:00,9,25,14827B,25723.5061822415
2,22:00:00,9,25,14827B,39652.9388736298
2,23:00:00,9,25,14827B,20566.0487270671
2,13:00:00,9,37,10793A,1795.77642909577
2,14:00:00,9,37,10793A,6794.70846099274
2,15:00:00,9,37,10793A,7643.88057605704
2,16:00:00,9,37,10793A,1614.98284805336
2,18:00:00,9,37,10793A,2987.96569610671
2,19:00:00,9,37,10793A,177.597860347472
2,21:00:00,9,37,10793A,242
2,22:00:00,9,37,10793A,3810.68829647463
2,23:00:00,9,37,10793A,5444.47542383304
2,12:00:00,10,12,19231J,0
2,13:00:00,10,12,19231J,7189.97516236219
2,14:00:00,10,12,19231J,40199.3119733292
2,15:00:00,10,12,19231J,26545.1316845034
2,16:00:00,10,12,19231J,5005.72921783448
2,17:00:00,10,12,19231J,19398.7348152021
2,18:00:00,10,12,19231J,15138.8556058859
2,19:00:00,10,12,19231J,9174.20464166752
2,20:00:00,10,12,19231J,5210.85891149903
2,21:00:00,10,12,19231J,1351.97639436935
2,22:00:00,10,12,19231J,1437.38498770588
2,23:00:00,10,12,19231J,14394.2419545539
2,12:00:00,10,15,18291F,2632.76997541177
2,13:00:00,10,15,18291F,14295.6857282101
2,14:00:00,10,15,18291F,68901.3113443396
2,15:00:00,10,15,18291F,25016.3563497964
2,16:00:00,10,15,18291F,12506.8598885972
2,17:00:00,10,15,18291F,47583.3584579259
2,18:00:00,10,15,18291F,34643.9917946414
2,19:00:00,10,15,18291F,25516.2911607812
2,20:00:00,10,15,18291F,56015.2504288194
2,21:00:00,10,15,18291F,55186.8504982723
2,22:00:00,10,15,18291F,52204.1105029437
2,23:00:00,10,15,18291F,40733.3237767493
2,12:00:00,10,18,16829E,1746.98284805336
2,13:00:00,10,18,16829E,4530.41160590801
2,14:00:00,10,18,16829E,36236.7064883261
2,15:00:00,10,18,16829E,21673.7296621415
2,16:00:00,10,18,16829E,7774.08414622572
2,17:00:00,10,18,16829E,24860.1492217734
